status,reason,slug,name,category,scheme_code,amc_id,amc_name,holder_slug,holder_rows,in_parsed_json
OK,holdings_linked,aditya-birla-sun-life-large-cap-fund-growth-direct-plan,Aditya Birla Sun Life Large Cap Fund,Large Cap,119528,7,Aditya Birla Sun Life,aditya-birla-sun-life-large-cap-fund-growth-direct-plan,,yes
OK,holdings_linked,axis-large-cap-fund-direct-plan,Axis Large Cap Fund - Direct Plan,Large Cap,120465,29,Axis,axis-large-cap-fund-direct-plan,,yes
OK,holdings_linked,bajaj-finserv-large-cap-fund-direct-plan,BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN,Large Cap,152783,35,Bajaj Finserv,bajaj-finserv-large-cap-fund-direct-plan,,yes
OK,holdings_linked,bandhan-large-cap-fund-direct-plan,BANDHAN Large Cap Fund-Direct Plan,Large Cap,118479,25,Bandhan,bandhan-large-cap-fund-direct-plan,,yes
OK,holdings_linked,baroda-bnp-paribas-large-cap-fund-direct-plan,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan,Large Cap,150187,12,Baroda BNP,baroda-bnp-paribas-large-cap-fund-direct-plan,,yes
OK,holdings_linked,canara-robeco-large-cap-fund-direct-plan,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN,Large Cap,118269,24,Canara Robeco,canara-robeco-large-cap-fund-direct-plan,,yes
OK,holdings_linked,dsp-large-cap-fund-direct-plan,DSP Large Cap Fund - Direct Plan,Large Cap,119250,19,DSP,dsp-large-cap-fund-direct-plan,,yes
OK,holdings_linked,edelweiss-large-cap-fund-direct-plan,Edelweiss Large Cap Fund - Direct Plan,Large Cap,118617,22,Edelweiss,edelweiss-large-cap-fund-direct-plan,,yes
OK,holdings_linked,groww-largecap-fund-formerly-known-as-indiabulls-blue-chip-fund-direct-plan,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan,Large Cap,119133,37,Groww,groww-largecap-fund-formerly-known-as-indiabulls-blue-chip-fund-direct-plan,,no
OK,holdings_linked,hdfc-large-cap-fund-growth-option-direct-plan,HDFC Large Cap Fund,Large Cap,119018,9,HDFC,hdfc-large-cap-fund-growth-option-direct-plan,,yes
MISSING,amc_has_other_funds_only,icici-prudential-large-cap-fund-erstwhile-bluechip-fund-direct-plan,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan,Large Cap,120586,5,ICICI Prudential,icici-prudential-dividend-yield-equity-fund; icici-prudential-elss-tax-saver-fund-direct-plan; icici-prudential-focused-equity-fund-direct-plan,,no
OK,holdings_linked,iti-large-cap-fund-direct-plan,ITI Large Cap Fund - Direct Plan,Large Cap,148353,14,ITI,iti-large-cap-fund-direct-plan,,yes
OK,holdings_linked,invesco-india-largecap-fund-direct-plan,Invesco India Largecap Fund - Direct Plan,Large Cap,120392,2,Invesco India,invesco-india-largecap-fund-direct-plan,,yes
OK,holdings_linked,jioblackrock-large-cap-fund-direct-plan,JioBlackRock Large Cap Fund - Direct Plan,Large Cap,154307,67,Jio BlackRock,jioblackrock-large-cap-fund-direct-plan,,yes
OK,holdings_linked,lic-mf-large-cap-fund-direct-plan,LIC MF Large Cap Fund-Direct Plan,Large Cap,120267,4,LIC,lic-mf-large-cap-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,mahindra-manulife-large-cap-fund-direct-plan,Mahindra Manulife Large Cap Fund - Direct Plan,Large Cap,146549,28,Mahindra Manulife,mahindra-manulife-innovation-opportunities-fund; mahindra-manulife-consumption-fund-direct-plan,,yes
OK,holdings_linked,mirae-asset-large-cap-fund-direct-plan,Mirae Asset Large Cap Fund - Direct Plan,Large Cap,118825,23,Mirae Asset,mirae-asset-large-cap-fund-direct-plan,,yes
OK,holdings_linked,pgim-india-large-cap-fund-direct-plan,PGIM India Large Cap Fund - Direct Plan,Large Cap,138312,30,PGIM India,pgim-india-large-cap-fund-direct-plan,,yes
OK,holdings_linked,parag-parikh-large-cap-fund-direct-plan,Parag Parikh Large Cap Fund - Direct Plan,Large Cap,154155,27,Parag Parikh,parag-parikh-large-cap-fund-direct-plan,,yes
OK,holdings_linked,sbi-large-cap-fund-direct-plan,SBI Large Cap FUND-DIRECT PLAN,Large Cap,119598,3,SBI,sbi-large-cap-fund-direct-plan,,yes
MISSING,amc_no_holdings_in_db,samco-large-cap-fund-direct-plan,Samco Large Cap Fund - Direct Plan,Large Cap,153239,31,Samco,,,yes
MISSING,amc_has_other_funds_only,sundaram-large-cap-fund-formerly-known-as-sundaram-blue-chip-fund-direct-plan,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan,Large Cap,148507,11,Sundaram,sundaram-dividend-yield-fund; sundaram-elss-tax-saver-fund; sundaram-flexi-cap-fund,,no
OK,holdings_linked,taurus-large-cap-fund-direct-plan,Taurus Large Cap Fund - Direct Plan,Large Cap,118870,86,Taurus,taurus-large-cap-fund-direct-plan,,yes
OK,holdings_linked,uti-large-cap-fund-direct-plan,UTI Large Cap Fund - Direct Plan,Large Cap,120656,8,UTI,uti-large-cap-fund-direct-plan,,yes
OK,holdings_linked,union-largecap-fund-direct-plan,Union Largecap Fund - Direct Plan,Large Cap,141248,26,Union,union-largecap-fund-direct-plan,,yes
OK,holdings_linked,quant-large-cap-fund-growth-option-direct-plan,quant Large Cap Fund,Large Cap,150440,15,Quant,quant-large-cap-fund-growth-option-direct-plan,,yes
OK,holdings_linked,aditya-birla-sun-life-large-mid-cap-fund-growth-direct-plan,Aditya Birla Sun Life Large & Mid Cap Fund,Mid Cap,119436,7,Aditya Birla Sun Life,aditya-birla-sun-life-large-mid-cap-fund-growth-direct-plan,,yes
OK,holdings_linked,axis-large-mid-cap-fund-direct-plan,Axis Large & Mid Cap Fund - Direct Plan,Mid Cap,145110,29,Axis,axis-large-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,axis-midcap-fund-direct-plan,Axis Midcap Fund - Direct Plan,Mid Cap,120505,29,Axis,axis-midcap-fund-direct-plan,,yes
OK,holdings_linked,bank-of-india-large-mid-cap-fund-direct-plan,BANK OF INDIA Large & Mid Cap Fund Direct Plan,Mid Cap,119350,21,Bank of India,bank-of-india-large-mid-cap-fund,,yes
OK,holdings_linked,baroda-bnp-paribas-mid-cap-fund-direct-plan,BARODA BNP PARIBAS Mid Cap Fund - Direct Plan,Mid Cap,150212,12,Baroda BNP,baroda-bnp-paribas-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,bajaj-finserv-large-and-mid-cap-fund-direct-plan,Bajaj Finserv Large and Mid Cap Fund- Direct Plan,Mid Cap,152408,35,Bajaj Finserv,bajaj-finserv-large-and-mid-cap-fund-direct-plan,,no
OK,holdings_linked,bandhan-large-mid-cap-fund-direct-plan,Bandhan Large & Mid Cap Fund - Direct Plan,Mid Cap,118419,25,Bandhan,bandhan-large-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,baroda-bnp-paribas-large-and-mid-cap-fund-direct-plan,Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan,Mid Cap,148474,12,Baroda BNP,baroda-bnp-paribas-large-and-mid-cap-fund-direct-plan,,no
OK,holdings_linked,canara-robeco-large-and-mid-cap-fund-direct-plan,CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN,Mid Cap,118278,24,Canara Robeco,canara-robeco-large-and-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,canara-robeco-mid-cap-fund-direct-plan,Canara Robeco Mid Cap Fund- Direct Plan,Mid Cap,150817,24,Canara Robeco,canara-robeco-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,dsp-large-mid-cap-fund-direct-plan,DSP Large & Mid Cap Fund - Direct Plan,Mid Cap,119218,19,DSP,dsp-large-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,dsp-midcap-fund-direct-plan,DSP Midcap Fund - Direct Plan,Mid Cap,119071,19,DSP,dsp-midcap-fund-direct-plan,,no
OK,holdings_linked,edelweiss-large-mid-cap-fund-direct-plan,Edelweiss Large & Mid Cap Fund - Direct Plan,Mid Cap,140175,22,Edelweiss,edelweiss-large-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,edelweiss-mid-cap-fund-direct-plan,Edelweiss Mid Cap Fund - Direct Plan,Mid Cap,140228,22,Edelweiss,edelweiss-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,hdfc-large-and-mid-cap-fund-growth-option-direct-plan,HDFC Large and Mid Cap Fund,Mid Cap,130498,9,HDFC,hdfc-large-and-mid-cap-fund-growth-option-direct-plan,,yes
OK,holdings_linked,hdfc-mid-cap-fund-growth-option-direct-plan,HDFC Mid Cap Fund,Mid Cap,118989,9,HDFC,hdfc-mid-cap-fund-growth-option-direct-plan,,yes
OK,holdings_linked,helios-large-mid-cap-fund-direct-plan,Helios Large & Mid Cap Fund - Direct Plan,Mid Cap,152941,36,Helios,helios-large-mid-cap-fund-direct-plan,,no
OK,holdings_linked,helios-mid-cap-fund-direct-plan,Helios Mid Cap Fund - Direct Plan,Mid Cap,153326,36,Helios,helios-mid-cap-fund-direct-plan,,no
OK,holdings_linked,icici-prudential-large-mid-cap-fund-direct-plan,ICICI Prudential Large & Mid Cap Fund - Direct Plan,Mid Cap,120596,5,ICICI Prudential,icici-prudential-large-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-midcap-fund-direct-plan,ICICI Prudential MidCap Fund - Direct Plan,Mid Cap,120381,5,ICICI Prudential,icici-prudential-midcap-fund-direct-plan,,yes
OK,holdings_linked,iti-large-midcap-fund-direct-plan,ITI Large & Midcap Fund - Direct Plan,Mid Cap,152821,14,ITI,iti-large-midcap-fund-direct-plan,,no
OK,holdings_linked,iti-mid-cap-fund-direct-plan,ITI Mid Cap Fund - Direct Plan,Mid Cap,148733,14,ITI,iti-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,invesco-india-large-mid-cap-fund-direct-plan,Invesco India Large & Mid Cap Fund - Direct Plan,Mid Cap,120357,2,Invesco India,invesco-india-large-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,invesco-india-midcap-fund-direct-plan,Invesco India Midcap Fund - Direct Plan,Mid Cap,120403,2,Invesco India,invesco-india-midcap-fund-direct-plan,,yes
OK,holdings_linked,kotak-midcap-fund-direct-plan,Kotak Midcap Fund - Direct Plan,Mid Cap,119775,1,Kotak,kotak-midcap-fund-direct-plan,,yes
OK,holdings_linked,lic-mf-large-mid-cap-fund-direct-plan,LIC MF Large & Mid Cap Fund-Direct Plan,Mid Cap,133710,4,LIC,lic-mf-large-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,lic-mf-mid-cap-fund-direct-plan,LIC MF Mid Cap Fund-Direct Plan,Mid Cap,152002,4,LIC,lic-mf-mid-cap-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,mahindra-manulife-large-mid-cap-fund-direct-plan,Mahindra Manulife Large & Mid Cap Fund - Direct Plan,Mid Cap,147840,28,Mahindra Manulife,mahindra-manulife-innovation-opportunities-fund; mahindra-manulife-consumption-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,mahindra-manulife-mid-cap-fund-direct-plan,Mahindra Manulife Mid Cap Fund - Direct Plan,Mid Cap,142110,28,Mahindra Manulife,mahindra-manulife-innovation-opportunities-fund; mahindra-manulife-consumption-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,mirae-asset-large-midcap-fund-direct-plan,Mirae Asset Large & Midcap Fund - Direct Plan,Mid Cap,118834,23,Mirae Asset,mirae-asset-flexi-cap-fund-direct-plan; mirae-asset-focused-fund; mirae-asset-large-cap-fund-direct-plan,,yes
OK,holdings_linked,motilal-oswal-midcap-fund-direct-plan,Motilal Oswal Midcap Fund-Direct Plan,Mid Cap,127042,13,Motilal Oswal,motilal-oswal-midcap-fund-direct-plan,,yes
OK,holdings_linked,navi-large-midcap-fund-direct-plan,Navi Large & Midcap Fund- Direct Plan,Mid Cap,135677,74,Navi,navi-large-midcap-fund-direct-plan,,yes
OK,holdings_linked,pgim-india-large-and-midcap-fund-direct-plan,PGIM India Large and Midcap Fund - Direct Plan,Mid Cap,152382,30,PGIM India,pgim-india-large-and-midcap-fund-direct-plan,,yes
OK,holdings_linked,pgim-india-midcap-fund-direct-plan,PGIM India Midcap Fund - Direct Plan,Mid Cap,125307,30,PGIM India,pgim-india-midcap-fund-direct-plan,,yes
OK,holdings_linked,sbi-large-midcap-fund-direct-plan,SBI LARGE & MIDCAP FUND -DIRECT PLAN,Mid Cap,119721,3,SBI,sbi-large-midcap-fund-direct-plan,,no
OK,holdings_linked,sbi-midcap-fund-direct-plan,SBI MIDCAP FUND - DIRECT PLAN,Mid Cap,119716,3,SBI,sbi-midcap-fund-direct-plan,,yes
MISSING,amc_no_holdings_in_db,samco-large-mid-cap-fund-direct-plan,Samco Large & Mid Cap Fund - Direct Plan,Mid Cap,153534,31,Samco,,,yes
MISSING,amc_has_other_funds_only,sundaram-large-and-midcap-fund-direct-plan,Sundaram Large and Midcap Fund Direct Plan,Mid Cap,119566,11,Sundaram,sundaram-dividend-yield-fund; sundaram-elss-tax-saver-fund; sundaram-flexi-cap-fund,,no
OK,holdings_linked,sundaram-mid-cap-fund-direct-plan,Sundaram Mid Cap Fund Direct Plan,Mid Cap,119581,11,Sundaram,sundaram-mid-cap-fund,,yes
OK,holdings_linked,tata-large-mid-cap-fund-direct-plan,Tata Large & MId Cap Fund -Direct Plan,Mid Cap,119202,6,Tata,tata-large-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,tata-mid-cap-fund-direct-plan,Tata Mid Cap Fund - Direct Plan,Mid Cap,119178,6,Tata,tata-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,taurus-mid-cap-fund-direct-plan,Taurus Mid Cap Fund - Direct Plan,Mid Cap,118872,86,Taurus,taurus-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,uti-large-mid-cap-fund-direct-plan,UTI Large & Mid Cap Fund - Direct Plan,Mid Cap,120665,8,UTI,uti-large-mid-cap-fund-direct-plan,,yes
OK,holdings_linked,union-large-midcap-fund-direct-plan,Union Large & Midcap Fund - Direct Plan,Mid Cap,147750,26,Union,union-large-midcap-fund-direct-plan,,yes
OK,holdings_linked,union-midcap-fund-direct-plan,Union Midcap Fund - Direct Plan,Mid Cap,148073,26,Union,union-midcap-fund-direct-plan,,yes
OK,holdings_linked,quant-large-mid-cap-fund-growth-option-direct-plan,quant Large & Mid Cap Fund,Mid Cap,120826,15,Quant,quant-large-mid-cap-fund-growth-option-direct-plan,,yes
OK,holdings_linked,quant-mid-cap-fund-growth-option-direct-plan,quant Mid Cap Fund,Mid Cap,120841,15,Quant,quant-mid-cap-fund-growth-option-direct-plan,,yes
MISSING,amc_has_other_funds_only,bank-of-india-multi-cap-fund-direct-plan,Bank of India Multi Cap Fund Direct Plan,Multi Cap,151443,21,Bank of India,bank-of-india-flexi-cap-fund; bank-of-india-large-mid-cap-fund; bank-of-india-large-cap-fund,,yes
OK,holdings_linked,baroda-bnp-paribas-multi-cap-fund-direct-plan,Baroda BNP Paribas MULTI CAP FUND - Direct Plan,Multi Cap,119354,12,Baroda BNP,baroda-bnp-paribas-multi-cap-fund-direct-plan,,yes
OK,holdings_linked,canara-robeco-multi-cap-fund-direct-plan,Canara Robeco Multi Cap Fund - Direct Plan,Multi Cap,151824,24,Canara Robeco,canara-robeco-multi-cap-fund-direct-plan,,yes
OK,holdings_linked,edelweiss-multi-cap-fund-direct-plan,Edelweiss Multi Cap Fund - Direct Plan,Multi Cap,152094,22,Edelweiss,edelweiss-multi-cap-fund-direct-plan,,yes
OK,holdings_linked,hdfc-multi-cap-fund-growth-option-direct-plan,HDFC Multi Cap Fund,Multi Cap,149368,9,HDFC,hdfc-multi-cap-fund-growth-option-direct-plan,,yes
OK,holdings_linked,icici-prudential-multicap-fund-direct-plan,ICICI Prudential Multicap Fund - Direct Plan,Multi Cap,120599,5,ICICI Prudential,icici-prudential-multicap-fund-direct-plan,,yes
OK,holdings_linked,iti-multi-cap-fund-direct-plan,ITI Multi Cap Fund - Direct Plan,Multi Cap,147183,14,ITI,iti-multi-cap-fund-direct-plan,,yes
OK,holdings_linked,invesco-india-multicap-fund-direct-plan,Invesco India Multicap Fund - Direct Plan,Multi Cap,120413,2,Invesco India,invesco-india-multicap-fund-direct-plan,,yes
OK,holdings_linked,kotak-multicap-fund-direct-plan,Kotak Multicap Fund-Direct Plan,Multi Cap,149185,1,Kotak,kotak-multicap-fund-direct-plan,,yes
OK,holdings_linked,lic-mf-multi-cap-fund-direct-plan,LIC MF Multi Cap Fund-Direct Plan,Multi Cap,150659,4,LIC,lic-mf-multi-cap-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,mahindra-manulife-multi-cap-fund-direct-plan,Mahindra Manulife Multi Cap Fund - Direct Plan,Multi Cap,141226,28,Mahindra Manulife,mahindra-manulife-innovation-opportunities-fund; mahindra-manulife-consumption-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,mirae-asset-multicap-fund-direct-plan,Mirae Asset Multicap Fund - Direct Plan,Multi Cap,151810,23,Mirae Asset,mirae-asset-flexi-cap-fund-direct-plan; mirae-asset-focused-fund; mirae-asset-large-cap-fund-direct-plan,,yes
OK,holdings_linked,pgim-india-multi-cap-fund-direct-plan,PGIM India Multi Cap Fund - Direct Plan,Multi Cap,152815,30,PGIM India,pgim-india-multi-cap-fund-direct-plan,,yes
OK,holdings_linked,sbi-multicap-fund-direct-plan,SBI Multicap Fund- Direct Plan,Multi Cap,149882,3,SBI,sbi-multicap-fund-direct-plan,,yes
MISSING,amc_no_holdings_in_db,samco-multi-cap-fund-direct-plan,Samco Multi Cap Fund - Direct Plan,Multi Cap,152847,31,Samco,,,yes
OK,holdings_linked,trustmf-multi-cap-fund-direct-plan,TRUSTMF MULTI CAP FUND -DIRECT PLAN,Multi Cap,153644,87,Trust,trustmf-multi-cap-fund-direct-plan,,yes
OK,holdings_linked,tata-multicap-fund-direct-plan,Tata Multicap Fund - Direct Plan,Multi Cap,151232,6,Tata,tata-multicap-fund-direct-plan,,yes
OK,holdings_linked,uti-multi-cap-fund-direct-plan,UTI Multi Cap Fund - Direct Plan,Multi Cap,153515,8,UTI,uti-multi-cap-fund-direct-plan,,yes
OK,holdings_linked,union-multicap-fund-direct-plan,Union Multicap Fund - Direct Plan,Multi Cap,150858,26,Union,union-multicap-fund-direct-plan,,yes
OK,holdings_linked,quant-multi-cap-fund-growth-option-direct-plan,quant Multi Cap Fund,Multi Cap,120823,15,Quant,quant-multi-cap-fund-growth-option-direct-plan,,yes
OK,holdings_linked,aditya-birla-sun-life-banking-and-financial-services-fund-direct-plan,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan,Sectoral,125597,7,Aditya Birla Sun Life,aditya-birla-sun-life-banking-and-financial-services-fund-direct-plan,,yes
OK,holdings_linked,aditya-birla-sun-life-esg-integration-strategy-fund-direct-plan,Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan,Sectoral,148637,7,Aditya Birla Sun Life,aditya-birla-sun-life-esg-integration-strategy-fund-direct-plan,,yes
OK,holdings_linked,aditya-birla-sun-life-manufacturing-equity-fund-direct-plan,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan,Sectoral,133516,7,Aditya Birla Sun Life,aditya-birla-sun-life-manufacturing-equity-fund-direct-plan,,yes
OK,holdings_linked,aditya-birla-sun-life-psu-equity-fund-direct-plan,Aditya Birla Sun Life PSU Equity Fund-Direct Plan,Sectoral,147844,7,Aditya Birla Sun Life,aditya-birla-sun-life-psu-equity-fund-direct-plan,,yes
OK,holdings_linked,axis-business-cycles-fund-direct-plan,Axis Business Cycles Fund - Direct Plan,Sectoral,151368,29,Axis,axis-business-cycles-fund-direct-plan,,yes
OK,holdings_linked,axis-consumption-fund-direct-plan,Axis Consumption Fund Direct Plan,Sectoral,152805,29,Axis,axis-consumption-fund,,yes
OK,holdings_linked,axis-esg-integration-strategy-fund-direct-plan,Axis ESG Integration Strategy Fund - Direct Plan,Sectoral,147928,29,Axis,axis-esg-integration-strategy-fund-direct-plan,,yes
OK,holdings_linked,axis-india-manufacturing-fund-direct-plan,Axis India Manufacturing Fund - Direct Plan,Sectoral,152202,29,Axis,axis-india-manufacturing-fund-direct-plan,,yes
OK,holdings_linked,axis-innovation-fund-direct-plan,Axis Innovation Fund - Direct Plan,Sectoral,148634,29,Axis,axis-innovation-fund-direct-plan,,yes
OK,holdings_linked,axis-momentum-fund-direct-plan,Axis Momentum Fund - Direct Plan,Sectoral,153083,29,Axis,axis-momentum-fund-direct-plan,,yes
OK,holdings_linked,axis-quant-fund-direct-plan,Axis Quant Fund - Direct Plan,Sectoral,148993,29,Axis,axis-quant-fund-direct-plan,,yes
OK,holdings_linked,axis-services-opportunities-fund-direct-plan,Axis Services Opportunities Fund - Direct Plan,Sectoral,153624,29,Axis,axis-services-opportunities-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,bandhan-financial-services-fund-direct-plan,BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN,Sectoral,151816,25,Bandhan,bandhan-large-mid-cap-fund-direct-plan; bandhan-midcap-fund; bandhan-multicap-fund,,no
MISSING,amc_has_other_funds_only,bandhan-infrastructure-fund-direct-plan,BANDHAN Infrastructure Fund-Direct Plan,Sectoral,118469,25,Bandhan,bandhan-large-mid-cap-fund-direct-plan; bandhan-midcap-fund; bandhan-multicap-fund,,no
OK,holdings_linked,bank-of-india-manufacturing-infrastructure-fund-direct-plan,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan,Sectoral,119364,21,Bank of India,bank-of-india-manufacturing-infrastructure-fund-direct-plan,,no
OK,holdings_linked,baroda-bnp-paribas-india-consumption-fund-direct-plan,BARODA BNP PARIBAS India Consumption Fund - Direct Plan,Sectoral,150266,12,Baroda BNP,baroda-bnp-paribas-india-consumption-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,bandhan-business-cycle-fund-direct-plan,Bandhan Business Cycle Fund - Direct Plan,Sectoral,152878,25,Bandhan,bandhan-large-mid-cap-fund-direct-plan; bandhan-midcap-fund; bandhan-multicap-fund,,no
MISSING,amc_has_other_funds_only,bandhan-healthcare-fund-direct-plan,Bandhan Healthcare Fund - Direct Plan,Sectoral,153972,25,Bandhan,bandhan-large-mid-cap-fund-direct-plan; bandhan-midcap-fund; bandhan-multicap-fund,,no
OK,holdings_linked,bandhan-innovation-fund-direct-plan,Bandhan Innovation Fund - Direct Plan,Sectoral,152607,25,Bandhan,bandhan-innovation-fund-direct-plan,,yes
OK,holdings_linked,bandhan-multi-factor-fund-direct-plan,Bandhan Multi-Factor Fund - Direct Plan,Sectoral,153722,25,Bandhan,bandhan-multi-factor-fund-direct-plan,,yes
OK,holdings_linked,bank-of-india-banking-financial-services-fund-direct-plan,Bank of India Banking & Financial Services Fund - Direct Plan,Sectoral,154093,21,Bank of India,bank-of-india-banking-financial-services-fund-direct-plan,,yes
OK,holdings_linked,bank-of-india-business-cycle-fund-direct-plan,Bank of India Business Cycle Fund - Direct Plan,Sectoral,152789,21,Bank of India,bank-of-india-business-cycle-fund-direct-plan,,yes
OK,holdings_linked,baroda-bnp-paribas-business-cycle-fund-direct-plan,Baroda BNP Paribas Business Cycle Fund - Direct Plan,Sectoral,149141,12,Baroda BNP,baroda-bnp-paribas-business-cycle-fund-direct-plan,,yes
OK,holdings_linked,baroda-bnp-paribas-energy-opportunities-fund-direct-plan,Baroda BNP Paribas Energy Opportunities Fund - Direct Plan,Sectoral,153225,12,Baroda BNP,baroda-bnp-paribas-energy-opportunities-fund-direct-plan,,yes
OK,holdings_linked,baroda-bnp-paribas-innovation-fund-direct-plan,Baroda BNP Paribas Innovation Fund Direct plan,Sectoral,152470,12,Baroda BNP,baroda-bnp-paribas-innovation-fund-direct-plan,,yes
OK,holdings_linked,baroda-bnp-paribas-manufacturing-fund-direct-plan,Baroda BNP Paribas Manufacturing Fund - Direct Plan,Sectoral,152697,12,Baroda BNP,baroda-bnp-paribas-manufacturing-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,canara-robeco-consumption-fund-direct-plan,CANARA ROBECO CONSUMPTION FUND - DIRECT PLAN,Sectoral,118273,24,Canara Robeco,canara-robeco-elss-tax-saver-direct-plan; canara-robeco-large-and-mid-cap-fund-direct-plan; canara-robeco-large-cap-fund-direct-plan,,no
MISSING,amc_has_other_funds_only,canara-robeco-infrastructure-fund-direct-plan,CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN,Sectoral,118267,24,Canara Robeco,canara-robeco-elss-tax-saver-direct-plan; canara-robeco-large-and-mid-cap-fund-direct-plan; canara-robeco-large-cap-fund-direct-plan,,no
MISSING,amc_has_other_funds_only,canara-robeco-banking-and-financials-services-fund-direct-plan,Canara Robeco Banking and Financials Services Fund - Direct Plan,Sectoral,154250,24,Canara Robeco,canara-robeco-elss-tax-saver-direct-plan; canara-robeco-large-and-mid-cap-fund-direct-plan; canara-robeco-large-cap-fund-direct-plan,,no
MISSING,amc_has_other_funds_only,canara-robeco-manufacturing-fund-direct-plan,Canara Robeco Manufacturing Fund - Direct Plan,Sectoral,152450,24,Canara Robeco,canara-robeco-elss-tax-saver-direct-plan; canara-robeco-large-and-mid-cap-fund-direct-plan; canara-robeco-large-cap-fund-direct-plan,,no
OK,holdings_linked,dsp-healthcare-fund-direct-plan,DSP Healthcare Fund - Direct Plan,Sectoral,145454,19,DSP,dsp-healthcare-fund-direct-plan,,yes
OK,holdings_linked,dsp-india-t-i-g-e-r-fund-direct-plan,DSP India T.I.G.E.R. Fund - Direct Plan,Sectoral,119247,19,DSP,dsp-india-t-i-g-e-r-fund-direct-plan,,no
OK,holdings_linked,dsp-natural-resources-and-new-energy-fund-direct-plan,DSP Natural Resources and New Energy Fund - Direct Plan,Sectoral,119028,19,DSP,dsp-natural-resources-and-new-energy-fund-direct-plan,,no
OK,holdings_linked,dsp-quant-fund-direct-plan,DSP Quant Fund - Direct Plan,Sectoral,147306,19,DSP,dsp-quant-fund-direct-plan,,yes
OK,holdings_linked,edelweiss-business-cycle-fund-direct-plan,Edelweiss Business Cycle Fund - Direct Plan,Sectoral,152710,22,Edelweiss,edelweiss-business-cycle-fund-direct-plan,,yes
OK,holdings_linked,edelweiss-financial-services-fund-direct-plan,Edelweiss Financial Services Fund - Direct Plan,Sectoral,154108,22,Edelweiss,edelweiss-financial-services-fund-direct-plan,,yes
OK,holdings_linked,edelweiss-technology-fund-direct-plan,Edelweiss Technology Fund - Direct Plan,Sectoral,152437,22,Edelweiss,edelweiss-technology-fund-direct-plan,,yes
OK,holdings_linked,groww-banking-financial-services-fund-direct-plan,Groww Banking & Financial Services Fund - Direct Plan,Sectoral,152254,37,Groww,groww-banking-financial-services-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,hdfc-innovation-fund-direct-plan,HDFC INNOVATION FUND - DIRECT PLAN,Sectoral,153620,9,HDFC,hdfc-defence-fund; hdfc-elss-tax-saver-growth-option-direct-plan; hdfc-flexi-cap-fund-growth-option-direct-plan,,no
MISSING,amc_has_other_funds_only,helios-financial-services-fund-direct-plan,Helios Financial Services Fund - Direct Plan,Sectoral,152679,36,Helios,helios-flexi-cap-fund-direct-plan; helios-large-mid-cap-fund-direct-plan; helios-mid-cap-fund-direct-plan,,no
OK,holdings_linked,icici-prudential-energy-opportunities-fund-direct-plan,ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan,Sectoral,152728,5,ICICI Prudential,icici-prudential-energy-opportunities-fund-direct-plan,,yes
