status,reason,slug,name,category,scheme_code,amc_id,amc_name,holder_slug,holder_rows,in_parsed_json
OK,holdings_linked,icici-prudential-transportation-and-logistics-fund-direct-plan,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan,Sectoral,150685,5,ICICI Prudential,icici-prudential-transportation-and-logistics-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-active-momentum-fund-direct-plan,ICICI Prudential Active Momentum Fund - Direct Plan,Sectoral,153684,5,ICICI Prudential,icici-prudential-active-momentum-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-banking-and-financial-services-fund-direct-plan,ICICI Prudential Banking and Financial Services Fund - Direct Plan,Sectoral,120244,5,ICICI Prudential,icici-prudential-banking-and-financial-services-fund-direct-plan,,no
OK,holdings_linked,icici-prudential-bharat-consumption-fund-direct-plan,ICICI Prudential Bharat Consumption Fund - Direct Plan,Sectoral,146951,5,ICICI Prudential,icici-prudential-bharat-consumption-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-commodities-fund-direct-plan,ICICI Prudential Commodities Fund - Direct Plan,Sectoral,147662,5,ICICI Prudential,icici-prudential-commodities-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-conglomerate-fund-direct-plan,ICICI Prudential Conglomerate Fund - Direct Plan,Sectoral,153867,5,ICICI Prudential,icici-prudential-conglomerate-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-esg-exclusionary-strategy-fund-direct-plan,ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan,Sectoral,148516,5,ICICI Prudential,icici-prudential-esg-exclusionary-strategy-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-equity-minimum-variance-fund-direct-plan,ICICI Prudential Equity Minimum Variance Fund - Direct Plan,Sectoral,153070,5,ICICI Prudential,icici-prudential-equity-minimum-variance-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-exports-services-fund-direct-plan,ICICI Prudential Exports & Services Fund - Direct Plan,Sectoral,120688,5,ICICI Prudential,icici-prudential-exports-services-fund-direct-plan,,no
OK,holdings_linked,icici-prudential-fmcg-fund-direct-plan,ICICI Prudential FMCG Fund - Direct Plan,Sectoral,120587,5,ICICI Prudential,icici-prudential-fmcg-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-infrastructure-fund-direct-plan,ICICI Prudential Infrastructure Fund - Direct Plan,Sectoral,120621,5,ICICI Prudential,icici-prudential-infrastructure-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-innovation-fund-direct-plan,ICICI Prudential Innovation Fund - Direct Plan,Sectoral,151580,5,ICICI Prudential,icici-prudential-innovation-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-mnc-fund-direct-plan,ICICI Prudential MNC Fund - Direct Plan,Sectoral,147346,5,ICICI Prudential,icici-prudential-mnc-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-psu-equity-fund-direct-plan,ICICI Prudential PSU Equity Fund - Direct Plan,Sectoral,150539,5,ICICI Prudential,icici-prudential-psu-equity-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-quality-fund-direct-plan,ICICI Prudential Quality Fund - Direct Plan,Sectoral,153458,5,ICICI Prudential,icici-prudential-quality-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-rural-opportunities-fund-direct-plan,ICICI Prudential Rural Opportunities Fund - Direct Plan,Sectoral,153184,5,ICICI Prudential,icici-prudential-rural-opportunities-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-technology-fund-direct-plan,ICICI Prudential Technology Fund - Direct Plan,Sectoral,120594,5,ICICI Prudential,icici-prudential-technology-fund-direct-plan,,yes
OK,holdings_linked,icici-prudential-us-bluechip-equity-fund-direct-plan,ICICI Prudential US Bluechip Equity Fund - Direct Plan,Sectoral,120186,5,ICICI Prudential,icici-prudential-us-bluechip-equity-fund-direct-plan,,yes
OK,holdings_linked,iti-banking-and-financial-services-fund-direct-plan,ITI Banking and Financial Services Fund - Direct Plan,Sectoral,149321,14,ITI,iti-banking-and-financial-services-fund-direct-plan,,yes
OK,holdings_linked,iti-bharat-consumption-fund-direct-plan,ITI Bharat Consumption Fund - Direct Plan,Sectoral,153260,14,ITI,iti-bharat-consumption-fund-direct-plan,,yes
OK,holdings_linked,iti-business-cycle-fund-direct-plan,ITI Business Cycle Fund- Direct Plan,Sectoral,154157,14,ITI,iti-business-cycle-fund-direct-plan,,yes
OK,holdings_linked,iti-pharma-and-healthcare-fund-direct-plan,ITI Pharma and Healthcare Fund - Direct Plan,Sectoral,149268,14,ITI,iti-pharma-and-healthcare-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,invesco-india-business-cycle-fund-direct-plan,Invesco India Business Cycle Fund - Direct Plan,Sectoral,153291,2,Invesco India,invesco-india-contra-fund-direct-plan; invesco-india-elss-tax-saver-fund-direct-plan; invesco-india-flexi-cap-fund-direct-plan,,no
MISSING,amc_has_other_funds_only,invesco-india-consumption-fund-direct-plan,Invesco India Consumption Fund - Direct Plan,Sectoral,153900,2,Invesco India,invesco-india-contra-fund-direct-plan; invesco-india-elss-tax-saver-fund-direct-plan; invesco-india-flexi-cap-fund-direct-plan,,no
MISSING,amc_has_other_funds_only,invesco-india-esg-integration-strategy-fund-direct-plan,Invesco India ESG Integration Strategy Fund - Direct Plan,Sectoral,148751,2,Invesco India,invesco-india-contra-fund-direct-plan; invesco-india-elss-tax-saver-fund-direct-plan; invesco-india-flexi-cap-fund-direct-plan,,no
MISSING,amc_has_other_funds_only,invesco-india-financial-services-fund-direct-plan,Invesco India Financial Services Fund - Direct Plan,Sectoral,120385,2,Invesco India,invesco-india-contra-fund-direct-plan; invesco-india-elss-tax-saver-fund-direct-plan; invesco-india-flexi-cap-fund-direct-plan,,no
OK,holdings_linked,invesco-india-infrastructure-fund-direct-plan,Invesco India Infrastructure Fund - Direct Plan,Sectoral,120405,2,Invesco India,invesco-india-infrastructure-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,invesco-india-manufacturing-fund-direct-plan,Invesco India Manufacturing Fund - Direct Plan,Sectoral,152756,2,Invesco India,invesco-india-contra-fund-direct-plan; invesco-india-elss-tax-saver-fund-direct-plan; invesco-india-flexi-cap-fund-direct-plan,,no
OK,holdings_linked,invesco-india-psu-equity-fund-direct-plan,Invesco India PSU Equity Fund - Direct Plan,Sectoral,120395,2,Invesco India,invesco-india-psu-equity-fund-direct-plan,,yes
OK,holdings_linked,invesco-india-technology-fund-direct-plan,Invesco India Technology Fund - Direct Plan,Sectoral,152863,2,Invesco India,invesco-india-technology-fund-direct-plan,,yes
OK,holdings_linked,jioblackrock-sector-rotation-fund-direct-plan,JioBlackRock Sector Rotation Fund - Direct Plan,Sectoral,154082,67,Jio BlackRock,jioblackrock-sector-rotation-fund-direct-plan,,yes
OK,holdings_linked,kotak-active-momentum-fund-direct-plan,Kotak Active Momentum Fund - Direct Plan,Sectoral,153753,1,Kotak,kotak-active-momentum-fund-direct-plan,,yes
OK,holdings_linked,kotak-banking-financial-services-fund-direct-plan,Kotak Banking & Financial Services Fund - Direct Plan,Sectoral,151384,1,Kotak,kotak-banking-financial-services-fund-direct-plan,,no
MISSING,amc_has_other_funds_only,kotak-business-cycle-direct-plan,Kotak Business Cycle - Direct Plan,Sectoral,150624,1,Kotak,kotak-contra-fund-direct-plan; kotak-elss-tax-saver-fund; kotak-large-midcap-fund,,no
OK,holdings_linked,kotak-consumption-fund-direct-plan,Kotak Consumption Fund - Direct plan,Sectoral,152169,1,Kotak,kotak-consumption-fund-direct-plan,,yes
OK,holdings_linked,kotak-esg-exclusionary-strategy-fund-direct-plan,Kotak ESG Exclusionary Strategy Fund - Direct Plan,Sectoral,148606,1,Kotak,kotak-esg-exclusionary-strategy-fund-direct-plan,,yes
OK,holdings_linked,kotak-healthcare-fund-direct-plan,Kotak Healthcare Fund - Direct Plan,Sectoral,152214,1,Kotak,kotak-healthcare-fund-direct-plan,,yes
OK,holdings_linked,kotak-infrastructure-economic-reform-fund-direct-plan,Kotak Infrastructure & Economic Reform Fund- Direct Plan,Sectoral,133801,1,Kotak,kotak-infrastructure-economic-reform-fund-direct-plan,,no
OK,holdings_linked,kotak-mnc-fund-direct-plan,Kotak MNC Fund-Direct Plan,Sectoral,152910,1,Kotak,kotak-mnc-fund-direct-plan,,yes
OK,holdings_linked,kotak-pioneer-fund-direct-plan,Kotak Pioneer Fund- Direct Plan,Sectoral,147727,1,Kotak,kotak-pioneer-fund-direct-plan,,yes
OK,holdings_linked,kotak-quant-fund-direct-plan,Kotak Quant Fund - Direct Plan,Sectoral,151881,1,Kotak,kotak-quant-fund-direct-plan,,yes
OK,holdings_linked,kotak-rural-opportunities-fund-direct-plan,Kotak Rural Opportunities Fund - Direct Plan,Sectoral,153970,1,Kotak,kotak-rural-opportunities-fund-direct-plan,,yes
OK,holdings_linked,kotak-special-opportunities-fund-direct-plan,Kotak Special Opportunities Fund - Direct Plan,Sectoral,152702,1,Kotak,kotak-special-opportunities-fund-direct-plan,,yes
OK,holdings_linked,kotak-technology-fund-direct-plan,Kotak Technology Fund - Direct Plan,Sectoral,152462,1,Kotak,kotak-technology-fund-direct-plan,,yes
OK,holdings_linked,lic-mf-banking-and-financial-services-fund-direct-plan,LIC MF Banking and Financial Services Fund-Direct Plan,Sectoral,134017,4,LIC,lic-mf-banking-and-financial-services-fund-direct-plan,,yes
OK,holdings_linked,lic-mf-consumption-fund-direct-plan,LIC MF Consumption Fund-Direct Plan,Sectoral,153948,4,LIC,lic-mf-consumption-fund-direct-plan,,yes
OK,holdings_linked,lic-mf-healthcare-fund-direct-plan,LIC MF Healthcare Fund-Direct Plan,Sectoral,152024,4,LIC,lic-mf-healthcare-fund-direct-plan,,yes
OK,holdings_linked,lic-mf-infrastructure-fund-direct-plan,LIC MF Infrastructure Fund-Direct Plan,Sectoral,120351,4,LIC,lic-mf-infrastructure-fund-direct-plan,,yes
OK,holdings_linked,lic-mf-manufacturing-fund-direct-plan,LIC MF Manufacturing Fund-Direct Plan,Sectoral,152920,4,LIC,lic-mf-manufacturing-fund-direct-plan,,yes
OK,holdings_linked,lic-mf-technology-fund-direct-plan,LIC MF Technology Fund-Direct Plan,Sectoral,154244,4,LIC,lic-mf-technology-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,mahindra-manulife-business-cycle-fund-direct-plan,Mahindra Manulife Business Cycle Fund - Direct Plan,Sectoral,152045,28,Mahindra Manulife,mahindra-manulife-innovation-opportunities-fund; mahindra-manulife-consumption-fund-direct-plan,,yes
OK,holdings_linked,mahindra-manulife-consumption-fund-direct-plan,Mahindra Manulife Consumption Fund - Direct Plan,Sectoral,145356,28,Mahindra Manulife,mahindra-manulife-consumption-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,mahindra-manulife-manufacturing-fund-direct-plan,Mahindra Manulife Manufacturing Fund - Direct Plan,Sectoral,152672,28,Mahindra Manulife,mahindra-manulife-innovation-opportunities-fund; mahindra-manulife-consumption-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,mirae-asset-great-consumer-fund-direct-plan,Mirae Asset Great Consumer Fund - Direct Plan,Sectoral,118837,23,Mirae Asset,mirae-asset-flexi-cap-fund-direct-plan; mirae-asset-focused-fund; mirae-asset-large-cap-fund-direct-plan,,no
MISSING,amc_has_other_funds_only,mirae-asset-infrastructure-fund-direct-plan,Mirae Asset Infrastructure Fund - Direct Plan,Sectoral,153983,23,Mirae Asset,mirae-asset-flexi-cap-fund-direct-plan; mirae-asset-focused-fund; mirae-asset-large-cap-fund-direct-plan,,no
OK,holdings_linked,motilal-oswal-business-cycle-fund-direct-plan,Motilal Oswal Business Cycle Fund - Direct Plan,Sectoral,152796,13,Motilal Oswal,motilal-oswal-business-cycle-fund-direct-plan,,yes
OK,holdings_linked,motilal-oswal-digital-india-fund-direct-plan,Motilal Oswal Digital India Fund - Direct Plan,Sectoral,152964,13,Motilal Oswal,motilal-oswal-digital-india-fund-direct-plan,,yes
OK,holdings_linked,motilal-oswal-innovation-opportunities-fund-direct-plan,Motilal Oswal Innovation Opportunities Fund - Direct Plan,Sectoral,153258,13,Motilal Oswal,motilal-oswal-innovation-opportunities-fund-direct-plan,,yes
OK,holdings_linked,motilal-oswal-manufacturing-fund-direct-plan,Motilal Oswal Manufacturing Fund - Direct Plan,Sectoral,152760,13,Motilal Oswal,motilal-oswal-manufacturing-fund-direct-plan,,yes
OK,holdings_linked,motilal-oswal-services-fund-direct-plan,Motilal Oswal Services Fund - Direct Plan,Sectoral,153558,13,Motilal Oswal,motilal-oswal-services-fund,,yes
OK,holdings_linked,nippon-india-active-momentum-fund-direct-plan,Nippon India Active Momentum Fund-Direct Plan,Sectoral,153274,20,Nippon India,nippon-india-active-momentum-fund-direct-plan,,no
OK,holdings_linked,nippon-india-innovation-fund-direct-plan,Nippon India Innovation Fund-Direct Plan,Sectoral,152033,20,Nippon India,nippon-india-innovation-fund-direct-plan,,yes
OK,holdings_linked,nippon-india-japan-equity-fund-direct-plan,Nippon India Japan Equity Fund- Direct Plan,Sectoral,130861,20,Nippon India,nippon-india-japan-equity-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,nippon-india-mnc-fund-direct-plan,Nippon India MNC Fund- Direct Plan,Sectoral,153693,20,Nippon India,nippon-india-elss-tax-saver-fund-direct-plan-growth-plan; nippon-india-flexi-cap-fund-direct-plan; nippon-india-vision-large-mid-cap-fund-direct-plan-growth-plan,,no
OK,holdings_linked,nippon-india-taiwan-equity-fund-direct-plan,Nippon India Taiwan Equity Fund- Direct Plan,Sectoral,149329,20,Nippon India,nippon-india-taiwan-equity-fund-direct-plan,,yes
OK,holdings_linked,nippon-india-us-equity-opportunities-fund-direct-plan,Nippon India US Equity Opportunities Fund- Direct Plan,Sectoral,134923,20,Nippon India,nippon-india-us-equity-opportunities-fund-direct-plan,,yes
OK,holdings_linked,pgim-india-healthcare-fund-direct-plan,PGIM India Healthcare Fund - Direct Plan,Sectoral,153039,30,PGIM India,pgim-india-healthcare-fund-direct-plan,,yes
MISSING,amc_has_other_funds_only,quantum-esg-best-in-class-strategy-fund-direct-plan,QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN,Sectoral,147372,18,Other,uti-transportation-and-logistics-fund; kotak-small-cap-fund; edel-ny-lmcap250-pl-8-13-yr-gs-70-30-idx,,no
OK,holdings_linked,sbi-automotive-opportunities-fund-direct-plan,SBI Automotive Opportunities Fund - Direct Plan,Sectoral,152657,3,SBI,sbi-automotive-opportunities-fund-direct-plan,,yes
OK,holdings_linked,sbi-banking-financial-services-fund-direct-plan,SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN,Sectoral,133859,3,SBI,sbi-banking-financial-services-fund-direct-plan,,no
OK,holdings_linked,sbi-comma-fund-direct-plan,SBI COMMA Fund - DIRECT PLAN,Sectoral,119705,3,SBI,sbi-comma-fund-direct-plan,,yes
OK,holdings_linked,sbi-consumption-opportunities-fund-direct-plan,SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN,Sectoral,120575,3,SBI,sbi-consumption-opportunities-fund-direct-plan,,yes
OK,holdings_linked,sbi-esg-exclusionary-strategy-fund-direct-plan,SBI ESG Exclusionary Strategy Fund - Direct Plan,Sectoral,119709,3,SBI,sbi-esg-exclusionary-strategy-fund-direct-plan,,yes
OK,holdings_linked,sbi-energy-opportunities-fund-direct-plan,SBI Energy Opportunities Fund - Direct Plan,Sectoral,152417,3,SBI,sbi-energy-opportunities-fund-direct-plan,,yes
OK,holdings_linked,sbi-equity-minimum-variance-fund-direct-plan,SBI Equity Minimum Variance Fund - Direct Plan,Sectoral,146643,3,SBI,sbi-equity-minimum-variance-fund-direct-plan,,yes
OK,holdings_linked,sbi-healthcare-opportunities-fund-direct-plan,SBI HEALTHCARE OPPORTUNITIES FUND - DIRECT PLAN,Sectoral,119783,3,SBI,sbi-healthcare-opportunities-fund-direct-plan,,yes
OK,holdings_linked,sbi-infrastructure-fund-direct-plan,SBI INFRASTRUCTURE FUND -  DIRECT PLAN,Sectoral,119700,3,SBI,sbi-infrastructure-fund-direct-plan,,yes
OK,holdings_linked,sbi-innovative-opportunities-fund-direct-plan,SBI Innovative Opportunities Fund - Direct Plan,Sectoral,152776,3,SBI,sbi-innovative-opportunities-fund-direct-plan,,yes
OK,holdings_linked,sbi-mnc-fund-direct-plan,SBI MNC FUND - DIRECT PLAN,Sectoral,119711,3,SBI,sbi-mnc-fund-direct-plan,,yes
OK,holdings_linked,sbi-psu-fund-direct-plan,SBI PSU Fund - DIRECT PLAN,Sectoral,119732,3,SBI,sbi-psu-fund-direct-plan,,yes
OK,holdings_linked,sbi-quality-fund-direct-plan,SBI Quality Fund - Direct Plan,Sectoral,154177,3,SBI,sbi-quality-fund-direct-plan,,yes
OK,holdings_linked,sbi-quant-fund-direct-plan,SBI Quant Fund- Direct Plan,Sectoral,153154,3,SBI,sbi-quant-fund-direct-plan,,yes
OK,holdings_linked,sbi-technology-opportunities-fund-direct-plan,SBI TECHNOLOGY OPPORTUNITIES FUND - DIRECT PLAN,Sectoral,120578,3,SBI,sbi-technology-opportunities-fund-direct-plan,,yes
MISSING,amc_no_holdings_in_db,samco-active-momentum-fund-direct-plan,Samco Active Momentum Fund - Direct Plan,Sectoral,151753,31,Samco,,,no
MISSING,amc_no_holdings_in_db,samco-special-opportunities-fund-direct-plan,Samco Special Opportunities Fund - Direct Plan,Sectoral,152586,31,Samco,,,yes
OK,holdings_linked,sundaram-financial-services-opportunities-fund-direct-plan,Sundaram Financial Services Opportunities Fund Direct Plan,Sectoral,119597,11,Sundaram,sundaram-financial-services-opportunities-fund,,yes
OK,holdings_linked,sundaram-infrastructure-advantage-fund-direct-plan,Sundaram Infrastructure Advantage Fund Direct Plan,Sectoral,129212,11,Sundaram,sundaram-infrastructure-advantage-fund,,yes
OK,holdings_linked,sundaram-services-fund-direct-plan,Sundaram Services Fund Direct Plan,Sectoral,144835,11,Sundaram,sundaram-services-fund,,yes
OK,holdings_linked,tata-banking-and-financial-services-fund-direct-plan,Tata Banking And Financial Services Fund-Direct Plan,Sectoral,135793,6,Tata,tata-banking-and-financial-services-fund-direct-plan,,no
OK,holdings_linked,tata-business-cycle-fund-direct-plan,Tata Business Cycle Fund-Direct Plan,Sectoral,149071,6,Tata,tata-business-cycle-fund-direct-plan,,yes
OK,holdings_linked,tata-digital-india-fund-direct-plan,Tata Digital India Fund-Direct Plan,Sectoral,135800,6,Tata,tata-digital-india-fund-direct-plan,,yes
OK,holdings_linked,tata-ethical-fund-direct-plan,Tata Ethical Fund -Direct Plan,Sectoral,119172,6,Tata,tata-ethical-fund-direct-plan,,yes
OK,holdings_linked,tata-housing-opportunities-fund-direct-plan,Tata Housing Opportunities Fund - Direct Plan,Sectoral,150532,6,Tata,tata-housing-opportunities-fund-direct-plan,,yes
OK,holdings_linked,tata-india-consumer-fund-direct-plan,Tata India Consumer Fund-Direct Plan,Sectoral,135805,6,Tata,tata-india-consumer-fund-direct-plan,,yes
OK,holdings_linked,tata-india-pharma-healthcare-fund-direct-plan,Tata India Pharma & Healthcare Fund-Direct Plan,Sectoral,135810,6,Tata,tata-india-pharma-healthcare-fund-direct-plan,,yes
OK,holdings_linked,tata-infrastructure-fund-direct-plan,Tata Infrastructure Fund -Direct Plan,Sectoral,119243,6,Tata,tata-infrastructure-fund-direct-plan,,yes
OK,holdings_linked,tata-resources-energy-fund-direct-plan,Tata Resources & Energy Fund-Direct Plan,Sectoral,135813,6,Tata,tata-resources-energy-fund-direct-plan,,yes
